edition_info,url
Edição  nº 333 de 10 de agosto de 1973,https://goiania.go.gov.br/Download/legislacao/diariooficial/1973/do_19730810_000000333.pdf
Edição  nº 234 de 31 de dezembro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19701231_000000234.pdf
Edição  nº 233 de 28 de dezembro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19701228_000000233.pdf
Edição  nº 232 de 21 de dezembro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19701221_000000232.pdf
Edição  nº 231 de 17 de dezembro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19701217_000000231.pdf
Edição  nº 230 de 10 de dezembro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19701210_000000230.pdf
Edição  nº 229 de 16 de novembro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19701116_000000229.pdf
Edição  nº 228 de 27 de outubro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19701027_000000228.pdf
Edição  nº 227 de 01 de outubro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19701001_000000227.pdf
Edição  nº 226 de 01 de outubro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19701001_000000226.pdf
Edição  nº 225 de 19 de setembro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19700919_000000225.pdf
Edição  nº 224 de 04 de setembro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19700904_000000224.pdf
Edição  nº 223 de 01 de setembro de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19700901_000000223.pdf
Edição  nº 222 de 17 de agosto de 1970,https://goiania.go.gov.br/Download/legislacao/diariooficial/1970/do_19700817_000000222.pdf
Edição  nº 305 de 29 de dezembro de 1972 - Suplemento,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721229_000000305_suplemento.pdf
Edição  nº 305 de 29 de dezembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721229_000000305.pdf
Edição  nº 304 de 26 de dezembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721226_000000304.pdf
Edição  nº 303 de 22 de dezembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721222_000000303.pdf
Edição  nº 302 de 21 de dezembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721221_000000302.pdf
Edição  nº 301 de 18 de dezembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721218_000000301.pdf
Edição  nº 300 de 01 de dezembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721201_000000300.pdf
Edição  nº 299 de 24 de novembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721124_000000299.pdf
Edição  nº 298 de 07 de novembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721107_000000298.pdf
Edição  nº 297 de 25 de outubro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721025_000000297.pdf
Edição  nº 296 de 05 de outubro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19721005_000000296.pdf
Edição  nº 295 de 28 de setembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19720928_000000295.pdf
Edição  nº 294 de 20 de setembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19720920_000000294.pdf
Edição  nº 293 de 08 de setembro de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19720908_000000293.pdf
Edição  nº 292 de 22 de agosto de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19720822_000000292.pdf
Edição  nº 291 de 09 de agosto de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19720809_000000291.pdf
Edição  nº 290 de 24 de julho de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19720724_000000290.pdf
Edição  nº 289 de 20 de julho de 1972,https://goiania.go.gov.br/Download/legislacao/diariooficial/1972/do_19720720_000000289.pdf
